timestamp,strategy,event_type,spot,atm,ce_ltp,pe_ltp,total_premium,dte,regime,action,size,order_ids,fill_prices,pnl_after,notes
2025-10-17T08:45:53.765209,rolling_straddle,entry,83826.81,83800.0,491.7,382.2,873.9,3,,enter,1,"[{'action': 'sell', 'instrument': 'SENSEX251023C83800', 'lots': 1}, {'action': 'sell', 'instrument': 'SENSEX251023P83800', 'lots': 1}]",All orders sent,,
2025-10-17T08:47:30.967007,rolling_straddle,entry,83859.42,83900.0,464.95,403.1,868.05,3,,enter,1,"[{'action': 'sell', 'instrument': 'SENSEX251023C83900', 'lots': 1}, {'action': 'sell', 'instrument': 'SENSEX251023P83900', 'lots': 1}]",All orders sent,,
2025-10-17T08:54:18.128971,rolling_straddle,entry,83917.03,83900.0,479.7,389.2,868.9,3,,enter,1,"[{'action': 'sell', 'instrument': 'SENSEX251023C83900', 'lots': 1}, {'action': 'sell', 'instrument': 'SENSEX251023P83900', 'lots': 1}]",All orders sent,,
2025-10-17T08:56:26.079442,rolling_straddle,entry,83964.17,84000.0,441.4,418.3,859.7,3,,enter,1,"[{'action': 'sell', 'instrument': 'SENSEX251023C84000', 'lots': 1}, {'action': 'sell', 'instrument': 'SENSEX251023P84000', 'lots': 1}]",All orders sent,,
2025-10-17T08:58:34.435722,rolling_straddle,entry,83894.13,83900.0,489.75,375.7,865.45,3,,enter,1,"[{'action': 'sell', 'instrument': 'SENSEX251023C83900', 'lots': 1}, {'action': 'sell', 'instrument': 'SENSEX251023P83900', 'lots': 1}]",All orders sent,,
2025-10-17T09:00:42.860094,rolling_straddle,entry,83808.11,83800.0,514.25,352.65,866.9,3,,enter,1,"[{'action': 'sell', 'instrument': 'SENSEX251023C83800', 'lots': 1}, {'action': 'sell', 'instrument': 'SENSEX251023P83800', 'lots': 1}]",All orders sent,,
2025-10-17T09:02:20.500332,rolling_straddle,entry,83915.76,83900.0,483.75,376.25,860.0,3,,enter,1,"[{'action': 'sell', 'instrument': 'SENSEX251023C83900', 'lots': 1}, {'action': 'sell', 'instrument': 'SENSEX251023P83900', 'lots': 1}]",All orders sent,,
2025-10-17T09:07:03.785047,rolling_straddle,entry,83975.71,84000.0,456.95,385.5,842.45,3,,enter,1,"[{'action': 'sell', 'instrument': 'SENSEX251023C84000', 'lots': 1}, {'action': 'sell', 'instrument': 'SENSEX251023P84000', 'lots': 1}]",All orders sent,,
2025-10-17T09:41:07.218069,rolling_straddle,entry,83921.4,83900.0,470.2,381.5,851.7,3,,enter,1,"[{'action': 'sell', 'instrument': 'SENSEX251023C83900', 'lots': 1}, {'action': 'sell', 'instrument': 'SENSEX251023P83900', 'lots': 1}]",All orders sent,,
2025-10-17T09:49:57.960201,rolling_straddle,entry,83956.97,84000.0,448.9,396.55,845.45,3,,enter,1,"[{'action': 'sell', 'instrument': 'SENSEX251023C84000', 'lots': 1}, {'action': 'sell', 'instrument': 'SENSEX251023P84000', 'lots': 1}]",All orders sent,,
2025-10-17T09:53:08.083266,rolling_straddle,entry,83933.27,83900.0,493.0,364.8,857.8,3,,enter,1,"[{'action': 'sell', 'instrument': 'SENSEX251023C83900', 'lots': 1}, {'action': 'sell', 'instrument': 'SENSEX251023P83900', 'lots': 1}]",All orders sent,,
2025-10-17T10:01:39.718507,rolling_straddle,entry,83952.19,84000.0,412.25,412.25,824.5,3,,enter,1,"[{'action': 'sell', 'instrument': 'SENSEX251023C84000', 'lots': 1}, {'action': 'sell', 'instrument': 'SENSEX251023P84000', 'lots': 1}]",All orders sent,,
